_id,_form_id,refrigerator_id,model_row_id,tracking_id,year,working_status,reason_not_working,utilization,voltage_regulator,power_source,facility_row_id,_locale,_savepoint_type,_savepoint_timestamp,_savepoint_creator,_row_etag,_filter_type,_filter_value
R326,,R326,M34,9431914,2017,functioning,not_applicable,in_use,unknown,electricity,H681,default,COMPLETE,2016-07-11T16:01:59.019000000,anonymous,,HIDDEN,
R327,,R327,M19,BT007,2001,functioning,not_applicable,in_use,unknown,electricity,H682,default,COMPLETE,2016-07-11T16:01:59.022000000,anonymous,,HIDDEN,
R328,,R328,M19,BT020,2005,awaiting_repair,not_applicable,in_use,unknown,electricity,H683,default,COMPLETE,2016-07-11T16:01:59.023000000,anonymous,,HIDDEN,
R329,,R329,M19,BT019,2005,unservicable,needs_spare_parts,not_in_use,unknown,electricity,H684,default,COMPLETE,2016-07-11T16:01:59.025000000,anonymous,,HIDDEN,
R330,,R330,M19,BT003,2005,awaiting_repair,not_applicable,in_use,unknown,electricity,H685,default,COMPLETE,2016-07-11T16:01:59.027000000,anonymous,,HIDDEN,
R331,,R331,M19,BT004,2009,functioning,not_applicable,in_use,unknown,electricity,H686,default,COMPLETE,2016-07-11T16:01:59.029000000,anonymous,,HIDDEN,
R332,,R332,M19,IE8150027,2007,functioning,not_applicable,in_use,unknown,electricity,H687,default,COMPLETE,2016-07-11T16:01:59.031000000,anonymous,,HIDDEN,
R333,,R333,M51,22500106,2008,unservicable,dead,not_in_use,unknown,unknown,H688,default,COMPLETE,2016-07-11T16:01:59.033000000,anonymous,,HIDDEN,
R334,,R334,M46,9420795,2016,unservicable,dead,not_in_use,unknown,unknown,H688,default,COMPLETE,2016-07-11T16:01:59.035000000,anonymous,,HIDDEN,
R335,,R335,M51,4700318,2008,unservicable,dead,not_in_use,unknown,unknown,H688,default,COMPLETE,2016-07-11T16:01:59.040000000,anonymous,,HIDDEN,
R336,,R336,M52,61000162,2009,unservicable,dead,not_in_use,unknown,unknown,H688,default,COMPLETE,2016-07-11T16:01:59.042000000,anonymous,,HIDDEN,
R337,,R337,M51,22500176,2010,unservicable,dead,not_in_use,unknown,unknown,H688,default,COMPLETE,2016-07-11T16:01:59.044000000,anonymous,,HIDDEN,
R338,,R338,M47,2212092,2009,unservicable,dead,not_in_use,unknown,unknown,H688,default,COMPLETE,2016-07-11T16:01:59.047000000,anonymous,,HIDDEN,
R339,,R339,M11,20011902032,2002,functioning,not_applicable,in_use,unknown,electricity,H688,default,COMPLETE,2016-07-11T16:01:59.049000000,anonymous,,HIDDEN,
R340,,R340,M51,62400037,2010,unservicable,dead,not_in_use,unknown,unknown,H688,default,COMPLETE,2016-07-11T16:01:59.051000000,anonymous,,HIDDEN,
R341,,R341,M63,91093520,1986,functioning,not_applicable,in_use,unknown,electricity,H688,default,COMPLETE,2016-07-11T16:01:59.016000000,anonymous,,HIDDEN,
R342,,R342,M8,2205082,2011,functioning,not_applicable,in_use,unknown,electricity,H688,default,COMPLETE,2016-07-11T16:01:59.017000000,anonymous,,HIDDEN,
R343,,R343,M11,20011902001,2002,unservicable,dead,not_in_use,unknown,electricity,H688,default,COMPLETE,2016-07-11T16:01:59.019000000,anonymous,,HIDDEN,
R344,,R344,M19,22500134,2008,functioning,not_applicable,not_in_use,unknown,electricity,H690,default,COMPLETE,2016-07-11T16:01:59.022000000,anonymous,,HIDDEN,
R345,,R345,M51,2200044,2009,functioning,not_applicable,in_use,unknown,unknown,H691,default,COMPLETE,2016-07-11T16:01:59.023000000,anonymous,,HIDDEN,
R346,,R346,M46,9410768,2016,functioning,not_applicable,not_in_use,unknown,unknown,H692,default,COMPLETE,2016-07-11T16:01:59.025000000,anonymous,,HIDDEN,
R347,,R347,M46,2212114,2016,functioning,not_applicable,in_use,unknown,unknown,H693,default,COMPLETE,2016-07-11T16:01:59.027000000,anonymous,,HIDDEN,
R348,,R348,M34,9431986,2017,functioning,not_applicable,in_use,unknown,electricity,H694,default,COMPLETE,2016-07-11T16:01:59.029000000,anonymous,,HIDDEN,
R349,,R349,M67,98270190,2009,functioning,not_applicable,in_use,unknown,electricity,H694,default,COMPLETE,2016-07-11T16:01:59.031000000,anonymous,,HIDDEN,
R350,,R350,M11,20011902047,2013,unservicable,needs_spare_parts,not_in_use,unknown,electricity,H694,default,COMPLETE,2016-07-11T16:01:59.033000000,anonymous,,HIDDEN,
R351,,R351,M11,20011902077,2012,functioning,not_applicable,in_use,unknown,electricity,H695,default,COMPLETE,2016-07-11T16:01:59.035000000,anonymous,,HIDDEN,
R352,,R352,M63,83418977,2005,functioning,not_applicable,not_in_use,unknown,electricity,H695,default,COMPLETE,2016-07-11T16:01:59.040000000,anonymous,,HIDDEN,
R353,,R353,M19,CK007,2005,functioning,not_applicable,in_use,unknown,electricity,H696,default,COMPLETE,2016-07-11T16:01:59.042000000,anonymous,,HIDDEN,
R354,,R354,M46,2212047,2016,functioning,not_applicable,in_use,unknown,unknown,H697,default,COMPLETE,2016-07-11T16:01:59.044000000,anonymous,,HIDDEN,
R355,,R355,M51,22500130,2012,unservicable,no_finance,not_in_use,unknown,unknown,H698,default,COMPLETE,2016-07-11T16:01:59.047000000,anonymous,,HIDDEN,
R356,,R356,M51,4700152,2016,functioning,not_applicable,in_use,unknown,unknown,H699,default,COMPLETE,2016-07-11T16:01:59.049000000,anonymous,,HIDDEN,
R357,,R357,M46,2212087,2013,functioning,not_applicable,not_in_use,unknown,unknown,H700,default,COMPLETE,2016-07-11T16:01:59.051000000,anonymous,,HIDDEN,
R358,,R358,M49,328A50090,2010,unservicable,not_applicable,not_in_use,unknown,solar,H700,default,COMPLETE,2016-07-11T16:01:59.016000000,anonymous,,HIDDEN,
R359,,R359,M57,3346,2008,functioning,not_applicable,in_use,unknown,unknown,H701,default,COMPLETE,2016-07-11T16:01:59.017000000,anonymous,,HIDDEN,
R360,,R360,M26,327A50035,2010,unservicable,no_finance,not_in_use,unknown,solar,H701,default,COMPLETE,2016-07-11T16:01:59.019000000,anonymous,,HIDDEN,
R361,,R361,M51,293460701,2009,functioning,not_applicable,not_in_use,unknown,unknown,H702,default,COMPLETE,2016-07-11T16:01:59.022000000,anonymous,,HIDDEN,
R362,,R362,M26,327A50036,2009,unservicable,not_applicable,not_in_use,unknown,solar,H702,default,COMPLETE,2016-07-11T16:01:59.023000000,anonymous,,HIDDEN,
R363,,R363,M46,2212136,2017,functioning,not_applicable,in_use,unknown,unknown,H703,default,COMPLETE,2016-07-11T16:01:59.025000000,anonymous,,HIDDEN,
R364,,R364,M46,2212115,2013,unservicable,needs_spare_parts,not_in_use,unknown,unknown,H703,default,COMPLETE,2016-07-11T16:01:59.027000000,anonymous,,HIDDEN,
R365,,R365,M49,328A50071,2012,functioning,needs_spare_parts,not_in_use,unknown,solar,H703,default,COMPLETE,2016-07-11T16:01:59.029000000,anonymous,,HIDDEN,
R366,,R366,M51,22500149,2007,functioning,not_applicable,in_use,unknown,unknown,H704,default,COMPLETE,2016-07-11T16:01:59.031000000,anonymous,,HIDDEN,
R367,,R367,M51,225100174,2010,functioning,not_applicable,in_use,unknown,unknown,H705,default,COMPLETE,2016-07-11T16:01:59.033000000,anonymous,,HIDDEN,
R368,,R368,M19,CK004,2012,functioning,not_applicable,in_use,unknown,electricity,H706,default,COMPLETE,2016-07-11T16:01:59.035000000,anonymous,,HIDDEN,
R369,,R369,M19,CK003,2013,functioning,not_applicable,in_use,unknown,electricity,H707,default,COMPLETE,2016-07-11T16:01:59.040000000,anonymous,,HIDDEN,
R370,,R370,M19,CK002,2012,functioning,not_applicable,in_use,unknown,electricity,H708,default,COMPLETE,2016-07-11T16:01:59.042000000,anonymous,,HIDDEN,
R371,,R371,M19,CK005,2008,functioning,not_applicable,in_use,unknown,electricity,H709,default,COMPLETE,2016-07-11T16:01:59.044000000,anonymous,,HIDDEN,
R372,,R372,M19,CK006,2008,functioning,not_applicable,in_use,unknown,electricity,H710,default,COMPLETE,2016-07-11T16:01:59.047000000,anonymous,,HIDDEN,
R373,,R373,M19,3.00E+11,2016,functioning,not_applicable,in_use,unknown,electricity,H711,default,COMPLETE,2016-07-11T16:01:59.049000000,anonymous,,HIDDEN,
R374,,R374,M19,CK001,2013,functioning,not_applicable,in_use,unknown,electricity,H712,default,COMPLETE,2016-07-11T16:01:59.051000000,anonymous,,HIDDEN,
R375,,R375,M51,118,2012,functioning,not_applicable,in_use,unknown,unknown,H713,default,COMPLETE,2016-07-11T16:01:59.016000000,anonymous,,HIDDEN,
R376,,R376,M46,9470805,2012,functioning,not_applicable,in_use,unknown,unknown,H714,default,COMPLETE,2016-07-11T16:01:59.017000000,anonymous,,HIDDEN,
R377,,R377,M51,22500166,2003,functioning,not_applicable,in_use,unknown,unknown,H715,default,COMPLETE,2016-07-11T16:01:59.019000000,anonymous,,HIDDEN,
R378,,R378,M32,930371,2014,unservicable,no_finance,not_in_use,unknown,solar,H715,default,COMPLETE,2016-07-11T16:01:59.022000000,anonymous,,HIDDEN,
R379,,R379,M51,22500013,2012,functioning,not_applicable,in_use,unknown,unknown,H716,default,COMPLETE,2016-07-11T16:01:59.023000000,anonymous,,HIDDEN,
R380,,R380,M51,9431977,2017,functioning,not_applicable,in_use,unknown,unknown,H717,default,COMPLETE,2016-07-11T16:01:59.025000000,anonymous,,HIDDEN,
R381,,R381,M51,22500191,2016,functioning,not_applicable,in_use,unknown,unknown,H718,default,COMPLETE,2016-07-11T16:01:59.027000000,anonymous,,HIDDEN,
R382,,R382,M46,9460331,2016,functioning,not_applicable,in_use,unknown,unknown,H719,default,COMPLETE,2016-07-11T16:01:59.029000000,anonymous,,HIDDEN,
R383,,R383,M51,22500009,2008,functioning,not_applicable,in_use,unknown,unknown,H720,default,COMPLETE,2016-07-11T16:01:59.031000000,anonymous,,HIDDEN,
R384,,R384,M51,22500187,2009,functioning,not_applicable,in_use,unknown,unknown,H721,default,COMPLETE,2016-07-11T16:01:59.033000000,anonymous,,HIDDEN,
R385,,R385,M51,52400037,2010,unservicable,not_applicable,not_in_use,unknown,unknown,H722,default,COMPLETE,2016-07-11T16:01:59.035000000,anonymous,,HIDDEN,
R386,,R386,M46,2212045,2013,functioning,not_applicable,in_use,unknown,unknown,H723,default,COMPLETE,2016-07-11T16:01:59.040000000,anonymous,,HIDDEN,
R387,,R387,M46,9420796,2016,functioning,not_applicable,in_use,unknown,unknown,H724,default,COMPLETE,2016-07-11T16:01:59.042000000,anonymous,,HIDDEN,
R388,,R388,M51,22500010,2014,functioning,not_applicable,in_use,unknown,unknown,H725,default,COMPLETE,2016-07-11T16:01:59.044000000,anonymous,,HIDDEN,
R389,,R389,M46,9460327,2016,unservicable,no_fuel,not_in_use,unknown,unknown,H726,default,COMPLETE,2016-07-11T16:01:59.047000000,anonymous,,HIDDEN,
R390,,R390,M19,102246,2013,functioning,not_applicable,in_use,unknown,electricity,H603,default,COMPLETE,2016-07-11T16:01:59.049000000,anonymous,,HIDDEN,
R391,,R391,M67,81883199,2002,unservicable,no_finance,not_in_use,unknown,electricity,H604,default,COMPLETE,2016-07-11T16:01:59.051000000,anonymous,,HIDDEN,
R392,,R392,M41,20011902033,2010,functioning,not_applicable,in_use,unknown,electricity,H604,default,COMPLETE,2016-07-11T16:01:59.016000000,anonymous,,HIDDEN,
R393,,R393,M58,2212119,2003,unservicable,dead,in_store_for_allocation,unknown,unknown,H604,default,COMPLETE,2016-07-11T16:01:59.017000000,anonymous,,HIDDEN,
R394,,R394,M58,941259,2003,unservicable,dead,in_store_for_allocation,unknown,unknown,H604,default,COMPLETE,2016-07-11T16:01:59.019000000,anonymous,,HIDDEN,
R395,,R395,M67,AE98270185,2003,unservicable,no_finance,not_in_use,unknown,electricity,H604,default,COMPLETE,2016-07-11T16:01:59.022000000,anonymous,,HIDDEN,
R396,,R396,M61,2212052,2009,unservicable,dead,not_in_use,unknown,electricity,H604,default,COMPLETE,2016-07-11T16:01:59.023000000,anonymous,,HIDDEN,
R397,,R397,M17,50300446,2003,functioning,not_applicable,in_store_for_allocation,unknown,electricity,H604,default,COMPLETE,2016-07-11T16:01:59.025000000,anonymous,,HIDDEN,
R398,,R398,M52,42500044,2003,functioning,not_applicable,not_in_use,unknown,unknown,H604,default,COMPLETE,2016-07-11T16:01:59.027000000,anonymous,,HIDDEN,
R399,,R399,M52,42500044,2003,functioning,not_applicable,in_use,unknown,unknown,H605,default,COMPLETE,2016-07-11T16:01:59.029000000,anonymous,,HIDDEN,
R400,,R400,M19,102190,2014,functioning,not_applicable,in_use,unknown,electricity,H606,default,COMPLETE,2016-07-11T16:01:59.031000000,anonymous,,HIDDEN,
R401,,R401,M51,22500213,2009,functioning,not_applicable,in_use,unknown,unknown,H607,default,COMPLETE,2016-07-11T16:01:59.033000000,anonymous,,HIDDEN,
R402,,R402,M51,22500213,2008,unservicable,needs_spare_parts,not_in_use,unknown,unknown,H607,default,COMPLETE,2016-07-11T16:01:59.035000000,anonymous,,HIDDEN,
R403,,R403,M11,20011902009,2013,functioning,not_applicable,in_use,unknown,electricity,H608,default,COMPLETE,2016-07-11T16:01:59.040000000,anonymous,,HIDDEN,
R404,,R404,M52,6100041,2006,functioning,not_applicable,in_use,unknown,unknown,H608,default,COMPLETE,2016-07-11T16:01:59.042000000,anonymous,,HIDDEN,
R405,,R405,M19,ZA06,2015,functioning,not_applicable,in_use,unknown,electricity,H609,default,COMPLETE,2016-07-11T16:01:59.044000000,anonymous,,HIDDEN,
R406,,R406,M19,3174,2014,functioning,not_applicable,in_use,unknown,electricity,H620,default,COMPLETE,2016-07-11T16:01:59.047000000,anonymous,,HIDDEN,
R407,,R407,M8,2205063,2008,functioning,not_applicable,in_use,unknown,electricity,H620,default,COMPLETE,2016-07-11T16:01:59.049000000,anonymous,,HIDDEN,
R408,,R408,M52,4900007,2015,functioning,not_applicable,in_use,unknown,unknown,H621,default,COMPLETE,2016-07-11T16:01:59.051000000,anonymous,,HIDDEN,
R409,,R409,M51,22500218,2014,functioning,not_applicable,in_use,unknown,unknown,H622,default,COMPLETE,2016-07-11T16:01:59.016000000,anonymous,,HIDDEN,
R410,,R410,M31,3224,2007,functioning,not_applicable,in_use,unknown,unknown,H623,default,COMPLETE,2016-07-11T16:01:59.017000000,anonymous,,HIDDEN,
R411,,R411,M65,20011901997,2007,functioning,not_applicable,in_use,unknown,electricity,H604,default,COMPLETE,2016-07-11T16:01:59.019000000,anonymous,,HIDDEN,
R412,,R412,M25,3137,2007,functioning,not_applicable,in_store_for_allocation,unknown,unknown,H604,default,COMPLETE,2016-07-11T16:01:59.022000000,anonymous,,HIDDEN,
R413,,R413,M68,E003015,2003,functioning,not_applicable,in_use,unknown,electricity,H604,default,COMPLETE,2016-07-11T16:01:59.023000000,anonymous,,HIDDEN,
R414,,R414,M31,3252,2007,functioning,not_applicable,in_use,unknown,unknown,H604,default,COMPLETE,2016-07-11T16:01:59.025000000,anonymous,,HIDDEN,
R415,,R415,M52,64800120,2003,unservicable,dead,not_in_use,unknown,unknown,H604,default,COMPLETE,2016-07-11T16:01:59.027000000,anonymous,,HIDDEN,
R416,,R416,M49,328A50053,2010,unservicable,needs_spare_parts,not_in_use,unknown,solar,H604,default,COMPLETE,2016-07-11T16:01:59.029000000,anonymous,,HIDDEN,
R417,,R417,M52,71600001,2003,unservicable,dead,not_in_use,unknown,unknown,H604,default,COMPLETE,2016-07-11T16:01:59.031000000,anonymous,,HIDDEN,
R418,,R418,M31,3331,2007,unservicable,needs_spare_parts,not_in_use,unknown,unknown,H604,default,COMPLETE,2016-07-11T16:01:59.033000000,anonymous,,HIDDEN,
R419,,R419,M31,3192,2007,unservicable,needs_spare_parts,not_in_use,unknown,unknown,H604,default,COMPLETE,2016-07-11T16:01:59.035000000,anonymous,,HIDDEN,
R420,,R420,M55,9431193,2016,functioning,not_applicable,in_use,unknown,unknown,H526,default,COMPLETE,2016-07-11T16:01:59.040000000,anonymous,,HIDDEN,
R421,,R421,M19,64800035,2006,functioning,not_applicable,in_use,unknown,electricity,H527,default,COMPLETE,2016-07-11T16:01:59.042000000,anonymous,,HIDDEN,
R422,,R422,M55,9420815,2015,functioning,not_applicable,in_use,unknown,unknown,H528,default,COMPLETE,2016-07-11T16:01:59.044000000,anonymous,,HIDDEN,
R423,,R423,M51,4700172,2008,unservicable,dead,not_in_use,unknown,unknown,H529,default,COMPLETE,2016-07-11T16:01:59.047000000,anonymous,,HIDDEN,
R424,,R424,M19,5070703321,2014,functioning,not_applicable,in_use,unknown,electricity,H530,default,COMPLETE,2016-07-11T16:01:59.049000000,anonymous,,HIDDEN,
R425,,R425,M22,2.80E+11,2014,unservicable,needs_spare_parts,not_in_use,unknown,electricity,H531,default,COMPLETE,2016-07-11T16:01:59.051000000,anonymous,,HIDDEN,
R426,,R426,M34,9431946,2015,functioning,not_applicable,not_in_use,unknown,electricity,H531,default,COMPLETE,2016-07-11T16:01:59.016000000,anonymous,,HIDDEN,
R427,,R427,M19,1771213,2015,functioning,not_applicable,in_use,unknown,electricity,H532,default,COMPLETE,2016-07-11T16:01:59.017000000,anonymous,,HIDDEN,
R428,,R428,M51,22000041,2010,functioning,not_applicable,in_use,unknown,unknown,H533,default,COMPLETE,2016-07-11T16:01:59.019000000,anonymous,,HIDDEN,
R429,,R429,M51,22500207,2009,functioning,not_applicable,in_use,unknown,unknown,H534,default,COMPLETE,2016-07-11T16:01:59.022000000,anonymous,,HIDDEN,
R430,,R430,M49,327A50018,2011,awaiting_repair,not_applicable,not_in_use,unknown,solar,H535,default,COMPLETE,2016-07-11T16:01:59.023000000,anonymous,,HIDDEN,
R431,,R431,M19,14400023,2003,functioning,not_applicable,in_use,unknown,electricity,H544,default,COMPLETE,2016-07-11T16:01:59.025000000,anonymous,,HIDDEN,
R432,,R432,M51,22500217,2009,functioning,not_applicable,in_use,unknown,unknown,H546,default,COMPLETE,2016-07-11T16:01:59.027000000,anonymous,,HIDDEN,
R433,,R433,M51,22000215,2010,functioning,not_applicable,in_use,unknown,unknown,H547,default,COMPLETE,2016-07-11T16:01:59.029000000,anonymous,,HIDDEN,
R434,,R434,M51,22000049,2009,functioning,no_fuel,in_use,unknown,unknown,H548,default,COMPLETE,2016-07-11T16:01:59.031000000,anonymous,,HIDDEN,
R435,,R435,M19,MH001,2007,functioning,not_applicable,in_use,unknown,electricity,H549,default,COMPLETE,2016-07-11T16:01:59.033000000,anonymous,,HIDDEN,
R436,,R436,M55,9420752,2016,functioning,not_applicable,in_use,unknown,unknown,H550,default,COMPLETE,2016-07-11T16:01:59.035000000,anonymous,,HIDDEN,
R437,,R437,M49,327A50032,2010,unservicable,needs_spare_parts,not_in_use,unknown,solar,H551,default,COMPLETE,2016-07-11T16:01:59.040000000,anonymous,,HIDDEN,
R438,,R438,M55,9420744,2016,functioning,not_applicable,in_use,unknown,unknown,H552,default,COMPLETE,2016-07-11T16:01:59.042000000,anonymous,,HIDDEN,
R439,,R439,M51,22500186,2010,functioning,not_applicable,in_use,unknown,unknown,H553,default,COMPLETE,2016-07-11T16:01:59.044000000,anonymous,,HIDDEN,
R440,,R440,M19,1771212,2015,functioning,not_applicable,in_use,unknown,electricity,H554,default,COMPLETE,2016-07-11T16:01:59.047000000,anonymous,,HIDDEN,
R441,,R441,M54,8070021,2003,unservicable,dead,not_in_use,unknown,unknown,H554,default,COMPLETE,2016-07-11T16:01:59.049000000,anonymous,,HIDDEN,
R442,,R442,M5,9431959,2015,functioning,not_applicable,in_use,unknown,solar,H555,default,COMPLETE,2016-07-11T16:01:59.051000000,anonymous,,HIDDEN,
R443,,R443,M5,9431962,2015,functioning,not_applicable,in_use,unknown,solar,H556,default,COMPLETE,2016-07-11T16:01:59.016000000,anonymous,,HIDDEN,
R444,,R444,M55,9431192,2016,functioning,not_applicable,in_use,unknown,unknown,H557,default,COMPLETE,2016-07-11T16:01:59.017000000,anonymous,,HIDDEN,
R445,,R445,M51,22500012,2007,unservicable,dead,not_in_use,unknown,unknown,H557,default,COMPLETE,2016-07-11T16:01:59.019000000,anonymous,,HIDDEN,
R446,,R446,M19,61000172,2007,functioning,not_applicable,in_use,unknown,electricity,H558,default,COMPLETE,2016-07-11T16:01:59.022000000,anonymous,,HIDDEN,
R447,,R447,M18,AA06290935,2017,functioning,not_applicable,in_use,unknown,electricity,H160,default,COMPLETE,2016-07-11T16:01:59.023000000,anonymous,,HIDDEN,
R448,,R448,M19,20100820121,2017,unservicable,needs_spare_parts,not_in_use,unknown,electricity,H160,default,COMPLETE,2016-07-11T16:01:59.025000000,anonymous,,HIDDEN,
R449,,R449,M51,22500168,2010,functioning,not_applicable,in_use,unknown,unknown,H127,default,COMPLETE,2016-07-11T16:01:59.027000000,anonymous,,HIDDEN,
R450,,R450,M51,61000109,2010,functioning,not_applicable,in_use,unknown,unknown,H128,default,COMPLETE,2016-07-11T16:01:59.029000000,anonymous,,HIDDEN,
R451,,R451,M51,22000213,2012,functioning,not_applicable,in_use,unknown,unknown,H129,default,COMPLETE,2016-07-11T16:01:59.031000000,anonymous,,HIDDEN,
R452,,R452,M19,425004,2009,functioning,not_applicable,in_use,unknown,electricity,H130,default,COMPLETE,2016-07-11T16:01:59.033000000,anonymous,,HIDDEN,
R453,,R453,M19,3301,2010,functioning,not_applicable,in_use,unknown,electricity,H131,default,COMPLETE,2016-07-11T16:01:59.035000000,anonymous,,HIDDEN,
R454,,R454,M55,9420827,2014,functioning,not_applicable,not_in_use,unknown,unknown,H131,default,COMPLETE,2016-07-11T16:01:59.040000000,anonymous,,HIDDEN,
R455,,R455,M51,2200212,2015,functioning,not_applicable,in_use,unknown,unknown,H132,default,COMPLETE,2016-07-11T16:01:59.042000000,anonymous,,HIDDEN,
R456,,R456,M52,64800125,2012,functioning,dead,not_in_use,unknown,unknown,H132,default,COMPLETE,2016-07-11T16:01:59.044000000,anonymous,,HIDDEN,
R457,,R457,M55,9420709,2016,functioning,not_applicable,in_use,unknown,unknown,H133,default,COMPLETE,2016-07-11T16:01:59.047000000,anonymous,,HIDDEN,
R458,,R458,M57,3201,2007,awaiting_repair,dead,not_in_use,unknown,unknown,H133,default,COMPLETE,2016-07-11T16:01:59.049000000,anonymous,,HIDDEN,
R459,,R459,M51,10100043,2010,unservicable,not_applicable,in_use,unknown,unknown,H209,default,COMPLETE,2016-07-11T16:01:59.051000000,anonymous,,HIDDEN,
R460,,R460,M61,9401241,2010,functioning,not_applicable,in_use,unknown,electricity,H210,default,COMPLETE,2016-07-11T16:01:59.016000000,anonymous,,HIDDEN,
R461,,R461,M19,SX000720060503080067,2015,functioning,not_applicable,in_use,unknown,electricity,H210,default,COMPLETE,2016-07-11T16:01:59.017000000,anonymous,,HIDDEN,
R462,,R462,M11,20011902000,2011,functioning,not_applicable,in_use,unknown,electricity,H211,default,COMPLETE,2016-07-11T16:01:59.019000000,anonymous,,HIDDEN,
R463,,R463,M34,9411761,2016,awaiting_repair,not_applicable,in_use,unknown,electricity,H211,default,COMPLETE,2016-07-11T16:01:59.022000000,anonymous,,HIDDEN,
R464,,R464,M51,,2011,unservicable,not_applicable,not_in_use,unknown,unknown,H211,default,COMPLETE,2016-07-11T16:01:59.023000000,anonymous,,HIDDEN,
R465,,R465,M52,22400061,2012,functioning,not_applicable,in_use,unknown,unknown,H212,default,COMPLETE,2016-07-11T16:01:59.025000000,anonymous,,HIDDEN,
R466,,R466,M61,2212056,2008,unservicable,dead,not_in_use,unknown,electricity,H212,default,COMPLETE,2016-07-11T16:01:59.027000000,anonymous,,HIDDEN,
R467,,R467,M18,LL025,2013,functioning,not_applicable,in_use,unknown,electricity,H213,default,COMPLETE,2016-07-11T16:01:59.029000000,anonymous,,HIDDEN,
R468,,R468,M34,9411754,2016,functioning,not_applicable,in_use,unknown,electricity,H213,default,COMPLETE,2016-07-11T16:01:59.031000000,anonymous,,HIDDEN,
R469,,R469,M58,2212059,2010,functioning,not_applicable,in_use,unknown,unknown,H214,default,COMPLETE,2016-07-11T16:01:59.033000000,anonymous,,HIDDEN,
R470,,R470,M51,,2009,functioning,not_applicable,in_use,unknown,unknown,H215,default,COMPLETE,2016-07-11T16:01:59.035000000,anonymous,,HIDDEN,
R471,,R471,M51,22500087,2011,functioning,not_applicable,in_use,unknown,unknown,H216,default,COMPLETE,2016-07-11T16:01:59.040000000,anonymous,,HIDDEN,
R472,,R472,M60,LL028,2010,functioning,not_applicable,in_use,unknown,solar,H216,default,COMPLETE,2016-07-11T16:01:59.042000000,anonymous,,HIDDEN,
R473,,R473,M58,2212066,2009,functioning,not_applicable,in_use,unknown,unknown,H637,default,COMPLETE,2016-07-11T16:01:59.044000000,anonymous,,HIDDEN,
R474,,R474,M37,ZA001,2003,unservicable,needs_spare_parts,not_in_use,unknown,electricity,H638,default,COMPLETE,2016-07-11T16:01:59.047000000,anonymous,,HIDDEN,
R475,,R475,M14,6500ARG274PH,2003,functioning,not_applicable,in_use,unknown,electricity,H638,default,COMPLETE,2016-07-11T16:01:59.049000000,anonymous,,HIDDEN,
R476,,R476,M11,2205043,2008,functioning,not_applicable,in_use,unknown,electricity,H639,default,COMPLETE,2016-07-11T16:01:59.051000000,anonymous,,HIDDEN,
R477,,R477,M63,20011902008,2007,functioning,not_applicable,in_use,unknown,electricity,H639,default,COMPLETE,2016-07-11T16:01:59.016000000,anonymous,,HIDDEN,
R478,,R478,M61,2212063,2009,functioning,not_applicable,in_use,unknown,electricity,H640,default,COMPLETE,2016-07-11T16:01:59.017000000,anonymous,,HIDDEN,
R479,,R479,M61,9460335,2016,functioning,not_applicable,in_use,unknown,electricity,H641,default,COMPLETE,2016-07-11T16:01:59.019000000,anonymous,,HIDDEN,
R480,,R480,M61,9720749,2016,functioning,not_applicable,in_use,unknown,electricity,H642,default,COMPLETE,2016-07-11T16:01:59.022000000,anonymous,,HIDDEN,
R481,,R481,M61,9420748,2016,functioning,not_applicable,in_use,unknown,electricity,H643,default,COMPLETE,2016-07-11T16:01:59.023000000,anonymous,,HIDDEN,
R482,,R482,M62,82310070,2017,functioning,not_applicable,in_use,unknown,unknown,H372,default,COMPLETE,2016-07-11T16:01:59.025000000,anonymous,,HIDDEN,
R483,,R483,M52,22400030,2010,unservicable,not_applicable,not_in_use,unknown,unknown,H372,default,COMPLETE,2016-07-11T16:01:59.027000000,anonymous,,HIDDEN,
R484,,R484,M42,9461032,2016,functioning,not_applicable,in_use,unknown,electricity,H373,default,COMPLETE,2016-07-11T16:01:59.029000000,anonymous,,HIDDEN,
R485,,R485,M25,61000035,2002,functioning,not_applicable,in_use,unknown,unknown,H374,default,COMPLETE,2016-07-11T16:01:59.031000000,anonymous,,HIDDEN,
R486,,R486,M58,9401223,2016,functioning,not_applicable,in_use,unknown,unknown,H375,default,COMPLETE,2016-07-11T16:01:59.033000000,anonymous,,HIDDEN,
R487,,R487,M52,293460801,2011,unservicable,no_fuel,in_use,unknown,unknown,H376,default,COMPLETE,2016-07-11T16:01:59.035000000,anonymous,,HIDDEN,
R488,,R488,M61,64800199,2012,functioning,not_applicable,in_use,unknown,electricity,H377,default,COMPLETE,2016-07-11T16:01:59.040000000,anonymous,,HIDDEN,
R489,,R489,M19,64800130,2001,functioning,not_applicable,in_use,unknown,electricity,H378,default,COMPLETE,2016-07-11T16:01:59.042000000,anonymous,,HIDDEN,
R490,,R490,M36,925943300,2014,functioning,not_applicable,in_use,unknown,unknown,H379,default,COMPLETE,2016-07-11T16:01:59.044000000,anonymous,,HIDDEN,
R491,,R491,M58,9401297,2017,unservicable,needs_spare_parts,not_in_use,unknown,unknown,H379,default,COMPLETE,2016-07-11T16:01:59.047000000,anonymous,,HIDDEN,
R492,,R492,M62,930336,2014,functioning,not_applicable,in_use,unknown,unknown,H380,default,COMPLETE,2016-07-11T16:01:59.049000000,anonymous,,HIDDEN,
